project_id,response_id,question,text,sentence,sentiment,sentiment_score
proj_test,25,What could be improved?,"The activities were good; however, the transitions between sessions were messy.","The activities were good; however, the transitions between sessions were messy.",neutral,0.1027
proj_test,26,What did you learn?,I became more confident speaking English in front of others.,I became more confident speaking English in front of others.,positive,0.5413
proj_test,27,What did you learn?,I learned how to work with people from very different cultural backgrounds.,I learned how to work with people from very different cultural backgrounds.,neutral,0.0
proj_test,28,What did you learn?,This project improved my communication and teamwork skills.,This project improved my communication and teamwork skills.,positive,0.4767
proj_test,29,What did you learn?,I feel more open-minded and understanding toward other cultures now.,I feel more open-minded and understanding toward other cultures now.,neutral,0.0
proj_test,30,What did you learn?,I realized I can take more initiative in group work.,I realized I can take more initiative in group work.,neutral,0.0
proj_test,31,What did you learn?,I gained more self-confidence and I am less afraid to share my opinion.,I gained more self-confidence and I am less afraid to share my opinion.,positive,0.5478
proj_test,32,What did you learn?,My English improved a lot during the exchange.,My English improved a lot during the exchange.,positive,0.4767
proj_test,33,What did you learn?,I learned to collaborate better and listen more carefully to others.,I learned to collaborate better and listen more carefully to others.,positive,0.5709
proj_test,34,What did you learn?,This experience motivated me to join more trainings in the future.,This experience motivated me to join more trainings in the future.,positive,0.6369
proj_test,35,What did you learn?,I became more aware of European values and active citizenship.,I became more aware of European values and active citizenship.,positive,0.6597
proj_test,36,What did you learn?,I improved my digital skills while preparing content with the group.,I improved my digital skills while preparing content with the group.,positive,0.4767
proj_test,37,What did you learn?,I now understand cultural differences much better.,I now understand cultural differences much better.,positive,0.4404
proj_test,38,What did you learn?,I learned that I am capable of much more than I thought.,I learned that I am capable of much more than I thought.,positive,0.3818
proj_test,39,What did you learn?,This mobility helped me think more seriously about my future career.,This mobility helped me think more seriously about my future career.,negative,-0.2484
proj_test,40,What did you learn?,I feel inspired to continue learning after this project.,I feel inspired to continue learning after this project.,positive,0.4939
proj_test,41,Any other comments?,The project was intense.,The project was intense.,neutral,0.0772
proj_test,42,Any other comments?,"The project was intense, but in a good way.","The project was intense, but in a good way.",positive,0.6124
proj_test,43,Any other comments?,"It was challenging, yet very rewarding.","It was challenging, yet very rewarding.",positive,0.6478
proj_test,44,Any other comments?,The accommodation was simple but absolutely fine for me.,The accommodation was simple but absolutely fine for me.,positive,0.3898
proj_test,45,Any other comments?,"I did not dislike the sessions, but I needed more breaks.","I did not dislike the sessions, but I needed more breaks.",neutral,0.1511
proj_test,46,Any other comments?,The trainers were not unfriendly at all.,The trainers were not unfriendly at all.,positive,0.2755
proj_test,47,Any other comments?,"I cannot say the organization was bad, but it was not smooth either.","I cannot say the organization was bad, but it was not smooth either.",negative,-0.3071
proj_test,48,Any other comments?,The workshops were surprisingly good.,The workshops were surprisingly good.,positive,0.6249
proj_test,49,Any other comments?,"The evenings were quiet, which was actually nice.","The evenings were quiet, which was actually nice.",positive,0.4215
proj_test,50,Any other comments?,"I was nervous at first, but later I felt much more confident.","I was nervous at first, but later I felt much more confident.",positive,0.6357
proj_test,51,What did you like most?,The sessions were not only informative but also very engaging.,The sessions were not only informative but also very engaging.,positive,0.5483
proj_test,52,What could be improved?,Not everything was clear from the beginning.,Not everything was clear from the beginning.,negative,-0.2924
proj_test,53,What could be improved?,"The program was good overall, but there was not enough time for reflection.","The program was good overall, but there was not enough time for reflection.",negative,-0.6
proj_test,54,What did you learn?,I developed better problem-solving skills during the activities.,I developed better problem-solving skills during the activities.,positive,0.4404
proj_test,55,What did you learn?,I became more patient and better at cooperating with others.,I became more patient and better at cooperating with others.,positive,0.4877
proj_test,56,What did you like most?,"I loved how supportive everyone was, especially during team tasks.","I loved how supportive everyone was, especially during team tasks.",positive,0.7269
proj_test,57,What could be improved?,The last day felt rushed and somewhat disorganized.,The last day felt rushed and somewhat disorganized.,negative,-0.228
proj_test,58,What did you learn?,I am more motivated to study abroad again in the future.,I am more motivated to study abroad again in the future.,positive,0.5095
proj_test,59,Any other comments?,"It was exhausting, though definitely worth it.","It was exhausting, though definitely worth it.",positive,0.2732
proj_test,60,Any other comments?,"The meals were decent, but nothing special.","The meals were decent, but nothing special.",negative,-0.438
